n_neighbors,min_dist,min_cluster_size,min_samples,n_clusters,noise_frac,silhouette,davies_bouldin
10,0.25,20,15,5,0.016383675901102176,0.152800515294075,0.5392498226888996
10,0.25,20,25,5,0.01876675603217158,0.15452924370765686,0.5372806796062335
10,0.25,30,5,5,0.015043193327375633,0.15234246850013733,0.5399350439961716
10,0.25,30,10,4,0.023830801310694073,0.28405722975730896,0.5443486537167985
10,0.25,30,15,4,0.020703008638665477,0.2820676267147064,0.5461662034969312
10,0.25,30,25,4,0.022937146261543043,0.28301766514778137,0.5448486738793996
10,0.25,50,5,3,0.02680965147453083,0.30835479497909546,0.57719534737542
10,0.25,50,10,3,0.023383973786118558,0.30869942903518677,0.59108441763226
10,0.25,50,15,3,0.019958296097706284,0.3062137961387634,0.5936484171004021
10,0.25,50,25,3,0.021298778671432827,0.3060072958469391,0.5957717404382329
10,0.25,75,5,3,0.02680965147453083,0.30835479497909546,0.57719534737542
10,0.25,75,10,3,0.023383973786118558,0.30869942903518677,0.59108441763226
10,0.25,75,15,3,0.019958296097706284,0.3062137961387634,0.5936484171004021
10,0.25,75,25,3,0.021298778671432827,0.3060072958469391,0.5957717404382329
10,0.25,100,5,3,0.02680965147453083,0.30835479497909546,0.57719534737542
10,0.25,100,10,3,0.023383973786118558,0.30869942903518677,0.59108441763226
10,0.25,100,15,3,0.019958296097706284,0.3062137961387634,0.5936484171004021
10,0.25,100,25,3,0.021298778671432827,0.3060072958469391,0.5957717404382329
10,0.5,10,5,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,10,10,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,10,15,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,10,25,6,0.058534405719392314,0.17018824815750122,0.5641111994037314
10,0.5,15,5,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,15,10,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,15,15,2,0.0008936550491510277,0.3732219338417053,0.47367188859179715
10,0.5,15,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
10,0.5,20,5,5,0.02755436401549002,0.15383771061897278,0.5964633556376892
10,0.5,20,10,6,0.047512660113196305,0.16791020333766937,0.5753085392828657
10,0.5,20,15,4,0.023979743818885912,0.14658035337924957,0.5403583241601188
10,0.5,20,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
10,0.5,30,5,4,0.03187369675305332,0.22969546914100647,0.6141430802152883
10,0.5,30,10,5,0.051236222817992255,0.17589262127876282,0.5924910544581825
10,0.5,30,15,3,0.027852249031873697,0.30852898955345154,0.541663293287839
10,0.5,30,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
10,0.5,50,5,4,0.03187369675305332,0.22969546914100647,0.6141430802152883
10,0.5,50,10,4,0.03306523681858802,0.23547706007957458,0.6051926632228659
10,0.5,50,15,2,0.03500148942508192,0.373304545879364,0.55106368724936
10,0.5,50,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
10,0.5,75,5,3,0.04066130473637176,0.26775461435317993,0.6410254197682946
10,0.5,75,10,3,0.04066130473637176,0.2692968547344208,0.6385332003093548
10,0.5,75,15,2,0.03500148942508192,0.373304545879364,0.55106368724936
10,0.5,75,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
10,0.5,100,5,3,0.04066130473637176,0.26775461435317993,0.6410254197682946
10,0.5,100,10,3,0.04066130473637176,0.2692968547344208,0.6385332003093548
10,0.5,100,15,3,0.06464104855525767,0.2805579602718353,0.6239216623486169
10,0.5,100,25,2,0.006106642835865356,0.35166096687316895,0.5713423010855486
15,0.0,10,5,165,0.28939529341674114,0.5445111989974976,0.5475879289282334
15,0.0,10,10,99,0.30637473935061066,0.42986154556274414,0.5380412870700682
15,0.0,10,15,66,0.32171581769436997,0.4526662528514862,0.4953139863602531
15,0.0,10,25,12,0.043789097408400354,0.16078196465969086,0.5218499723601937
15,0.0,15,5,103,0.25886207923741433,0.4830310344696045,0.5973869955235823
15,0.0,15,10,66,0.2441167709264224,0.36899664998054504,0.5389595987449497
15,0.0,15,15,60,0.30711945189156986,0.45050248503685,0.4880876525799925
15,0.0,15,25,12,0.043789097408400354,0.16078196465969086,0.5218499723601937
15,0.0,20,5,71,0.21954125707476915,0.4469998776912689,0.6285330212092214
15,0.0,20,10,45,0.17828418230563003,0.3276640772819519,0.5353411835252485
15,0.0,20,15,44,0.22594578492701817,0.3284674286842346,0.5176216711303765
15,0.0,20,25,12,0.043789097408400354,0.16078196465969086,0.5218499723601937
15,0.0,30,5,43,0.18692284778075663,0.39383232593536377,0.6372371865742165
15,0.0,30,10,34,0.17009234435507894,0.34430596232414246,0.5856866252834387
15,0.0,30,15,11,0.03232052427762883,0.27544641494750977,0.4996314016383075
15,0.0,30,25,11,0.04364015490020852,0.28023257851600647,0.4863829276012304
15,0.0,50,5,32,0.19854036341971998,0.39983069896698,0.6954923860684483
15,0.0,50,10,4,0.0,0.3568359315395355,0.44150652859095557
15,0.0,50,15,10,0.036937742031575814,0.2746616303920746,0.5119133998027846
15,0.0,50,25,9,0.0451295799821269,0.2774490416049957,0.5235539311950704
15,0.0,75,5,22,0.2167113494191242,0.45182088017463684,0.675890036606358
15,0.0,75,10,3,0.0,0.35622766613960266,0.4878371740491298
15,0.0,75,15,6,0.03038427167113494,0.33156338334083557,0.5966181887339
15,0.0,75,25,6,0.037384569556151326,0.33388176560401917,0.5897298986130418
15,0.0,100,5,8,0.042597557342865654,0.22806669771671295,0.6297389272788098
15,0.0,100,10,3,0.0,0.35622766613960266,0.4878371740491298
15,0.0,100,15,6,0.03038427167113494,0.33156338334083557,0.5966181887339
15,0.0,100,25,6,0.037384569556151326,0.33388176560401917,0.5897298986130418
15,0.05,10,5,129,0.2676496872207328,0.42652732133865356,0.559579035037907
15,0.05,10,10,82,0.289544235924933,0.3769455850124359,0.5081570951797039
15,0.05,10,15,5,0.0,0.18867219984531403,0.44791549036831946
15,0.05,10,25,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,15,5,91,0.2774798927613941,0.41911324858665466,0.5748724645262757
15,0.05,15,10,22,0.05227882037533512,0.03146207705140114,0.5814141154765792
15,0.05,15,15,5,0.0,0.18867219984531403,0.44791549036831946
15,0.05,15,25,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,20,5,65,0.25603217158176944,0.38488298654556274,0.662331442163724
15,0.05,20,10,17,0.04885314268692285,0.07525350153446198,0.6191792333600956
15,0.05,20,15,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,20,25,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,30,5,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,30,10,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,30,15,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,30,25,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,50,5,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,50,10,4,0.0,0.3663231134414673,0.44899807210394205
